building_id,model,n_origins,nmae,nrmse,mape,ncrps
Bear_parking_Bridget,chronos_bolt_small,28,0.1035837904922642,0.1590214296907818,10.172553933373006,0.0819546643892288
Bear_parking_Bruce,chronos_bolt_small,28,0.0267919231693688,0.039308327489019,2.6918625616373566,0.0212255350108364
Bear_public_Arlean,chronos_bolt_small,28,0.0617132190908355,0.0916382806558804,6.398933106116093,0.0521320128667406
Bear_public_Jocelyn,chronos_bolt_small,28,0.0398369325918332,0.0692935310427314,4.007085450344171,0.0323552213534963
Bear_public_Lowell,chronos_bolt_small,28,0.0365186733620671,0.0552607001744879,3.585709737684316,0.0303807413975862
Bear_public_Orville,chronos_bolt_small,28,0.0880652943297339,0.1726608112931522,9.522406571748656,0.0883032685720511
Bear_public_Rayna,chronos_bolt_small,28,0.1165736097866575,0.2300769778950595,17.52731362751172,0.130126982864056
Bear_public_Valorie,chronos_bolt_small,28,0.1109870997921905,0.1739486825050389,14.816437731573783,0.1168686976044064
Bear_science_Alison,chronos_bolt_small,28,0.0170372608386082,0.0231873738523202,1.702129704211653,0.0134512357266134
Bear_science_Eleanor,chronos_bolt_small,28,0.0597234751765137,0.0855280032194794,6.128252272768695,0.049078222396272
Bear_utility_Sidney,chronos_bolt_small,28,0.0155168415731406,0.0237075000017316,1.5287399925300051,0.0122907710738465
Bobcat_assembly_Adam,chronos_bolt_small,28,0.0881066848770736,0.1614755675852821,21.853397847087358,0.0704608781432706
Bobcat_assembly_Billy,chronos_bolt_small,28,0.1012654264412906,0.1608282435661734,22.4404505216566,0.0882584043398805
Bobcat_assembly_Camilla,chronos_bolt_small,28,0.0700809381313613,0.1438031350591735,34.71338687919483,0.0569821760034546
Bobcat_assembly_Franklin,chronos_bolt_small,28,0.3769071144975043,0.5836774553688272,274.69818285979875,0.3606338562959207
Bobcat_education_Alissa,chronos_bolt_small,28,0.0832530891349779,0.1385786315218663,8.124530225165692,0.0670384237332052
Bobcat_education_Angela,chronos_bolt_small,28,0.0663120826930454,0.1151025098521434,6.255441987782586,0.0531565565858538
Bobcat_education_Coleman,chronos_bolt_small,28,0.0758667276365949,0.1565398897838119,72.12414891782267,0.0638623824453791
Bobcat_education_Dylan,chronos_bolt_small,28,0.031168140410288,0.0746776847607253,3.054122668612833,0.0250654806802284
Bobcat_education_Hollis,chronos_bolt_small,28,0.0612088213235139,0.1282046147385264,32.451044244702764,0.0521905603243633
Bobcat_education_Jayne,chronos_bolt_small,28,0.1273067543693716,0.2222630089884444,22.03314416592287,0.1097859186514528
Bobcat_education_Marisha,chronos_bolt_small,28,0.0932091105952456,0.1500253835707467,22.15525005523921,0.0763944015018743
Bobcat_education_Monte,chronos_bolt_small,28,0.09300916273884,0.1556048806586983,17.220855616256156,0.0747566032158731
Bobcat_education_Rosalva,chronos_bolt_small,28,0.0876158602240825,0.1662344192266247,20.723929634058607,0.0778589406045684
Bobcat_education_Toni,chronos_bolt_small,28,0.0844335368275753,0.14914505479356,20.723323933259856,0.0698603634171786
Bobcat_education_Whitney,chronos_bolt_small,28,0.1145715633313561,0.1983779282110775,20.701618476077165,0.113305545661819
Bobcat_lodging_Darin,chronos_bolt_small,28,0.0712501409219559,0.1197019495222155,7.191053675526746,0.0594305628956982
Bobcat_lodging_Melaine,chronos_bolt_small,28,0.0650436652229356,0.0918313649895661,6.600543269352582,0.0523318367427386
Bobcat_lodging_Nickolas,chronos_bolt_small,28,0.0747770731158487,0.1046504665247745,7.42776344086559,0.0592732936388401
Bobcat_office_Alma,chronos_bolt_small,28,0.2612291891156884,0.406166033620207,294.8019040802836,0.234360146488214
Bobcat_office_Justine,chronos_bolt_small,28,0.1494673496471707,0.2228745156663719,18.104448610650984,0.1178647004601731
Bobcat_office_Kassandra,chronos_bolt_small,28,0.0347717773926941,0.0780808846684286,3.5062238144495024,0.0286097576441839
Bobcat_office_Melody,chronos_bolt_small,28,0.0610053504368314,0.0952224096543755,5.976569895926788,0.0485129487683394
Bobcat_office_Nikita,chronos_bolt_small,28,0.0608657814269575,0.1202948763803097,5.522608557669462,0.0483230329652479
Bobcat_other_Howard,chronos_bolt_small,28,0.4828048126644024,0.7556276279308974,124.00605885186415,0.3518737012875227
Bobcat_other_Jovita,chronos_bolt_small,28,0.1178482399969582,0.1751239658566175,12.545946406514776,0.0944862048151164
Bobcat_other_Timothy,chronos_bolt_small,28,0.167671052909205,0.3049758462384924,206.36641441550788,0.1536768180315561
Bull_assembly_Amalia,chronos_bolt_small,28,0.0890344283938924,0.1835991453219289,46.12443578869648,0.0859538352582118
Bull_assembly_Beau,chronos_bolt_small,28,0.2800046430370183,0.4330330737211643,76.75417907959722,0.2268516012822619
Bull_assembly_Brandon,chronos_bolt_small,28,0.0942036585522196,0.1546967368273927,88.44081135702373,0.0843103053598107
